split_index,seed,e_marginal_j_per_tflop,e_per_tb_j,p_overhead_w,heldout_workload,gt_tflops,est_tflops,signed_err_pct,abs_err_pct,split_max_abs_err_pct
111,1111,5.4666,3810.52,1.925,d512_b16_s128_L6,152.6861,148.7761,-2.561,2.561,7.588
111,1111,5.4666,3810.52,1.925,d512_b8_s128_L3,82.705,83.3797,0.816,0.816,7.588
111,1111,5.4666,3810.52,1.925,d640_b8_s128_L3_sgd,109.9243,115.2939,4.885,4.885,7.588
112,1112,6.2467,5899.93,0.425,d256_b8_s256_L3,87.3757,89.3395,2.247,2.247,13.985
112,1112,6.2467,5899.93,0.425,d384_b16_s128_L3,101.1666,100.6732,-0.488,0.488,13.985
112,1112,6.2467,5899.93,0.425,d384_b16_s128_L3_ff3072,124.2386,122.2986,-1.562,1.562,13.985
112,1112,6.2467,5899.93,0.425,d512_b16_s256_L3,166.2152,142.9692,-13.985,13.985,13.985
112,1112,6.2467,5899.93,0.425,d512_b8_s128_L3_h2,82.705,79.8119,-3.498,3.498,13.985
112,1112,6.2467,5899.93,0.425,d640_b8_s128_L3,109.9243,105.8729,-3.686,3.686,13.985
112,1112,6.2467,5899.93,0.425,d768_b8_s64_L3,120.192,111.9453,-6.861,6.861,13.985
113,1113,5.977,4184.29,1.4125,d256_b16_s128_L3,88.5837,91.0615,2.797,2.797,5.516
113,1113,5.977,4184.29,1.4125,d256_b8_s256_L3,87.3757,92.1955,5.516,5.516,5.516
113,1113,5.977,4184.29,1.4125,d384_b16_s128_L3,101.1666,102.9007,1.714,1.714,5.516
113,1113,5.977,4184.29,1.4125,d384_b8_s128_L6,113.3066,116.7431,3.033,3.033,5.516
113,1113,5.977,4184.29,1.4125,d512_b16_s128_L6,152.6861,146.6101,-3.979,3.979,5.516
113,1113,5.977,4184.29,1.4125,d512_b8_s128_L3_ff4096,89.5098,86.2756,-3.613,3.613,5.516
113,1113,5.977,4184.29,1.4125,d640_b8_s128_L3_sgd,109.9243,113.6288,3.37,3.37,5.516
114,1114,5.9265,5586.07,0.75,d256_b16_s128_L3,88.5837,88.9359,0.398,0.398,12.495
114,1114,5.9265,5586.07,0.75,d256_b8_s512_L3,91.8049,97.6628,6.381,6.381,12.495
114,1114,5.9265,5586.07,0.75,d384_b16_s128_L3_ff3072,124.2386,124.3591,0.097,0.097,12.495
114,1114,5.9265,5586.07,0.75,d384_b16_s128_L3_h8,101.1666,104.7383,3.531,3.531,12.495
114,1114,5.9265,5586.07,0.75,d512_b16_s256_L3,166.2152,145.4474,-12.495,12.495,12.495
114,1114,5.9265,5586.07,0.75,d640_b8_s128_L3,109.9243,107.4344,-2.265,2.265,12.495
114,1114,5.9265,5586.07,0.75,d640_b8_s128_L3_sgd,109.9243,115.1219,4.728,4.728,12.495
115,1115,5.5978,3754.7,1.8875,d256_b16_s256_L3,109.8438,115.9772,5.584,5.584,6.701
115,1115,5.5978,3754.7,1.8875,d256_b8_s256_L3,87.3757,92.481,5.843,5.843,6.701
115,1115,5.5978,3754.7,1.8875,d256_b8_s512_L3,91.8049,97.9566,6.701,6.701,6.701
115,1115,5.5978,3754.7,1.8875,d384_b16_s256_L3,143.0224,144.6869,1.164,1.164,6.701
115,1115,5.5978,3754.7,1.8875,d512_b16_s128_L6,152.6861,147.6457,-3.301,3.301,6.701
115,1115,5.5978,3754.7,1.8875,d640_b8_s128_L3,109.9243,108.7033,-1.111,1.111,6.701
115,1115,5.5978,3754.7,1.8875,d768_b8_s128_L6,174.1878,172.9399,-0.716,0.716,6.701
116,1116,6.2642,6641.43,0.0,d256_b16_s128_L3,88.5837,88.1205,-0.523,0.523,13.841
116,1116,6.2642,6641.43,0.0,d256_b8_s512_L3,91.8049,97.1513,5.824,5.824,13.841
116,1116,6.2642,6641.43,0.0,d384_b16_s128_L3,101.1666,101.304,0.136,0.136,13.841
116,1116,6.2642,6641.43,0.0,d384_b16_s128_L3_ff3072,124.2386,124.0677,-0.138,0.138,13.841
116,1116,6.2642,6641.43,0.0,d384_b8_s128_L6,113.3066,118.3364,4.439,4.439,13.841
116,1116,6.2642,6641.43,0.0,d512_b16_s256_L3,166.2152,143.2094,-13.841,13.841,13.841
116,1116,6.2642,6641.43,0.0,d768_b8_s64_L3,120.192,111.8295,-6.958,6.958,13.841
117,1117,5.7089,4162.59,1.625,d256_b8_s256_L3,87.3757,91.6487,4.89,4.89,4.89
117,1117,5.7089,4162.59,1.625,d384_b16_s128_L3_h8,101.1666,105.0334,3.822,3.822,4.89
117,1117,5.7089,4162.59,1.625,d384_b16_s256_L3,143.0224,143.8611,0.586,0.586,4.89
117,1117,5.7089,4162.59,1.625,d512_b16_s64_L6,145.9215,147.6483,1.183,1.183,4.89
117,1117,5.7089,4162.59,1.625,d512_b8_s128_L3_ff4096,89.5098,86.4994,-3.363,3.363,4.89
117,1117,5.7089,4162.59,1.625,d768_b8_s128_L6,174.1878,171.7827,-1.381,1.381,4.89
117,1117,5.7089,4162.59,1.625,d768_b8_s64_L3,120.192,115.4487,-3.946,3.946,4.89
118,1118,4.2813,1497.48,4.0,d256_b8_s256_L3,87.3757,92.3997,5.75,5.75,17.528
118,1118,4.2813,1497.48,4.0,d256_b8_s512_L3,91.8049,97.8514,6.586,6.586,17.528
118,1118,4.2813,1497.48,4.0,d384_b16_s128_L3_h8,101.1666,105.1858,3.973,3.973,17.528
118,1118,4.2813,1497.48,4.0,d384_b8_s128_L6,113.3066,105.3289,-7.041,7.041,17.528
118,1118,4.2813,1497.48,4.0,d512_b16_s64_L6,145.9215,147.5293,1.102,1.102,17.528
118,1118,4.2813,1497.48,4.0,d512_b8_s128_L3_ff4096,89.5098,85.7889,-4.157,4.157,17.528
118,1118,4.2813,1497.48,4.0,d640_b8_s64_L3,88.0804,72.6417,-17.528,17.528,17.528
119,1119,4.6203,3424.29,2.7875,d256_b16_s128_L3,88.5837,86.6781,-2.151,2.151,13.599
119,1119,4.6203,3424.29,2.7875,d256_b8_s256_L3,87.3757,90.4323,3.498,3.498,13.599
119,1119,4.6203,3424.29,2.7875,d384_b16_s128_L3,101.1666,102.0323,0.856,0.856,13.599
119,1119,4.6203,3424.29,2.7875,d512_b8_s128_L3_ff4096,89.5098,87.5152,-2.228,2.228,13.599
119,1119,4.6203,3424.29,2.7875,d640_b8_s128_L3_sgd,109.9243,115.1611,4.764,4.764,13.599
119,1119,4.6203,3424.29,2.7875,d640_b8_s64_L3,88.0804,76.1023,-13.599,13.599,13.599
119,1119,4.6203,3424.29,2.7875,d768_b8_s64_L3,120.192,113.1442,-5.864,5.864,13.599
120,1120,5.7739,5807.62,0.725,d256_b16_s128_L3,88.5837,88.7355,0.171,0.171,7.667
120,1120,5.7739,5807.62,0.725,d384_b16_s128_L3_h8,101.1666,105.2079,3.995,3.995,7.667
120,1120,5.7739,5807.62,0.725,d384_b8_s128_L6,113.3066,117.6987,3.876,3.876,7.667
120,1120,5.7739,5807.62,0.725,d512_b16_s64_L6,145.9215,147.8211,1.302,1.302,7.667
120,1120,5.7739,5807.62,0.725,d512_b16_s64_L6_sgd,145.9215,157.109,7.667,7.667,7.667
120,1120,5.7739,5807.62,0.725,d512_b8_s128_L3_ff4096,89.5098,88.4809,-1.149,1.149,7.667
120,1120,5.7739,5807.62,0.725,d768_b8_s64_L3,120.192,113.266,-5.762,5.762,7.667
121,1121,4.6749,3021.14,2.9125,d256_b8_s256_L3,87.3757,92.203,5.525,5.525,11.618
121,1121,4.6749,3021.14,2.9125,d256_b8_s512_L3,91.8049,98.9374,7.769,7.769,11.618
121,1121,4.6749,3021.14,2.9125,d384_b16_s128_L3,101.1666,103.5053,2.312,2.312,11.618
121,1121,4.6749,3021.14,2.9125,d512_b16_s64_L6,145.9215,148.7071,1.909,1.909,11.618
121,1121,4.6749,3021.14,2.9125,d512_b16_s64_L6_sgd,145.9215,156.8887,7.516,7.516,11.618
121,1121,4.6749,3021.14,2.9125,d640_b8_s128_L3,109.9243,109.2011,-0.658,0.658,11.618
121,1121,4.6749,3021.14,2.9125,d640_b8_s64_L3,88.0804,77.8475,-11.618,11.618,11.618
122,1122,5.7508,4799.03,1.2375,d256_b8_s256_L3,87.3757,91.9436,5.228,5.228,7.244
122,1122,5.7508,4799.03,1.2375,d384_b16_s128_L3_h8,101.1666,105.8124,4.592,4.592,7.244
122,1122,5.7508,4799.03,1.2375,d384_b8_s128_L6,113.3066,117.3016,3.526,3.526,7.244
122,1122,5.7508,4799.03,1.2375,d512_b16_s64_L6_sgd,145.9215,156.4916,7.244,7.244,7.244
122,1122,5.7508,4799.03,1.2375,d512_b8_s128_L3,82.705,83.2356,0.642,0.642,7.244
122,1122,5.7508,4799.03,1.2375,d640_b8_s128_L3,109.9243,108.6445,-1.164,1.164,7.244
122,1122,5.7508,4799.03,1.2375,d768_b8_s128_L6,174.1878,173.079,-0.637,0.637,7.244
123,1123,4.7701,2971.76,2.925,d256_b16_s128_L3,88.5837,87.5342,-1.185,1.185,12.915
123,1123,4.7701,2971.76,2.925,d256_b8_s256_L3,87.3757,90.7831,3.9,3.9,12.915
123,1123,4.7701,2971.76,2.925,d384_b16_s128_L3_ff3072,124.2386,123.8722,-0.295,0.295,12.915
123,1123,4.7701,2971.76,2.925,d512_b8_s128_L3_ff4096,89.5098,86.2722,-3.617,3.617,12.915
123,1123,4.7701,2971.76,2.925,d640_b8_s128_L3,109.9243,107.4415,-2.259,2.259,12.915
123,1123,4.7701,2971.76,2.925,d640_b8_s64_L3,88.0804,76.7046,-12.915,12.915,12.915
123,1123,4.7701,2971.76,2.925,d768_b8_s64_L3,120.192,114.1025,-5.066,5.066,12.915
124,1124,5.5245,3105.16,2.25,d256_b16_s256_L3,109.8438,117.3448,6.829,6.829,7.025
124,1124,5.5245,3105.16,2.25,d256_b8_s256_L3,87.3757,93.5134,7.025,7.025,7.025
124,1124,5.5245,3105.16,2.25,d384_b16_s128_L3,101.1666,104.012,2.813,2.813,7.025
124,1124,5.5245,3105.16,2.25,d384_b16_s128_L3_ff3072,124.2386,123.3232,-0.737,0.737,7.025
124,1124,5.5245,3105.16,2.25,d384_b16_s128_L3_h8,101.1666,106.3734,5.147,5.147,7.025
124,1124,5.5245,3105.16,2.25,d384_b16_s256_L3,143.0224,145.2822,1.58,1.58,7.025
124,1124,5.5245,3105.16,2.25,d512_b16_s64_L6,145.9215,149.5614,2.494,2.494,7.025
125,1125,4.3564,2134.01,3.65,d256_b16_s256_L3,109.8438,116.4451,6.01,6.01,17.584
125,1125,4.3564,2134.01,3.65,d384_b8_s128_L6,113.3066,105.4003,-6.978,6.978,17.584
125,1125,4.3564,2134.01,3.65,d512_b16_s256_L3,166.2152,150.7514,-9.304,9.304,17.584
125,1125,4.3564,2134.01,3.65,d512_b16_s64_L6_sgd,145.9215,153.7817,5.387,5.387,17.584
125,1125,4.3564,2134.01,3.65,d512_b8_s128_L3,82.705,80.4772,-2.694,2.694,17.584
125,1125,4.3564,2134.01,3.65,d512_b8_s128_L3_h2,82.705,78.914,-4.584,4.584,17.584
125,1125,4.3564,2134.01,3.65,d640_b8_s64_L3,88.0804,72.5922,-17.584,17.584,17.584
126,1126,4.4145,4779.39,2.25,d256_b16_s128_L3,88.5837,83.4395,-5.807,5.807,15.33
126,1126,4.4145,4779.39,2.25,d384_b16_s128_L3,101.1666,101.21,0.043,0.043,15.33
126,1126,4.4145,4779.39,2.25,d384_b16_s128_L3_ff3072,124.2386,129.1232,3.932,3.932,15.33
126,1126,4.4145,4779.39,2.25,d640_b8_s128_L3,109.9243,106.959,-2.698,2.698,15.33
126,1126,4.4145,4779.39,2.25,d640_b8_s128_L3_sgd,109.9243,117.8749,7.233,7.233,15.33
126,1126,4.4145,4779.39,2.25,d640_b8_s64_L3,88.0804,74.5774,-15.33,15.33,15.33
126,1126,4.4145,4779.39,2.25,d768_b8_s64_L3,120.192,109.0316,-9.285,9.285,15.33
127,1127,5.6935,5341.28,1.025,d384_b16_s256_L3,143.0224,144.6161,1.114,1.114,5.284
127,1127,5.6935,5341.28,1.025,d384_b8_s128_L6,113.3066,116.8386,3.117,3.117,5.284
127,1127,5.6935,5341.28,1.025,d512_b16_s64_L6,145.9215,147.7115,1.227,1.227,5.284
127,1127,5.6935,5341.28,1.025,d512_b8_s128_L3,82.705,82.8408,0.164,0.164,5.284
127,1127,5.6935,5341.28,1.025,d512_b8_s128_L3_h2,82.705,81.0037,-2.057,2.057,5.284
127,1127,5.6935,5341.28,1.025,d640_b8_s128_L3,109.9243,107.8803,-1.86,1.86,5.284
127,1127,5.6935,5341.28,1.025,d640_b8_s128_L3_sgd,109.9243,115.7329,5.284,5.284,5.284
128,1128,6.4417,4252.62,1.1,d256_b8_s256_L3,87.3757,91.4734,4.69,4.69,12.33
128,1128,6.4417,4252.62,1.1,d384_b16_s128_L3,101.1666,101.782,0.608,0.608,12.33
128,1128,6.4417,4252.62,1.1,d384_b16_s128_L3_ff3072,124.2386,120.1808,-3.266,3.266,12.33
128,1128,6.4417,4252.62,1.1,d384_b8_s128_L6,113.3066,116.6128,2.918,2.918,12.33
128,1128,6.4417,4252.62,1.1,d512_b16_s256_L3,166.2152,145.7201,-12.33,12.33,12.33
128,1128,6.4417,4252.62,1.1,d512_b8_s128_L3,82.705,81.8913,-0.984,0.984,12.33
128,1128,6.4417,4252.62,1.1,d512_b8_s128_L3_ff4096,89.5098,84.7675,-5.298,5.298,12.33
129,1129,4.7432,2641.12,3.1,d256_b16_s256_L3,109.8438,116.2626,5.844,5.844,12.81
129,1129,4.7432,2641.12,3.1,d256_b8_s256_L3,87.3757,91.4607,4.675,4.675,12.81
129,1129,4.7432,2641.12,3.1,d512_b16_s128_L6,152.6861,147.8186,-3.188,3.188,12.81
129,1129,4.7432,2641.12,3.1,d512_b8_s128_L3_h2,82.705,79.7634,-3.557,3.557,12.81
129,1129,4.7432,2641.12,3.1,d640_b8_s64_L3,88.0804,76.7969,-12.81,12.81,12.81
129,1129,4.7432,2641.12,3.1,d768_b8_s128_L6,174.1878,173.2391,-0.545,0.545,12.81
129,1129,4.7432,2641.12,3.1,d768_b8_s64_L3,120.192,115.1923,-4.16,4.16,12.81
130,1130,5.668,4272.55,1.6125,d256_b16_s256_L3,109.8438,114.2733,4.033,4.033,5.876
130,1130,5.668,4272.55,1.6125,d256_b8_s512_L3,91.8049,97.1993,5.876,5.876,5.876
130,1130,5.668,4272.55,1.6125,d384_b16_s128_L3_ff3072,124.2386,123.0537,-0.954,0.954,5.876
130,1130,5.668,4272.55,1.6125,d512_b16_s128_L6,152.6861,146.0011,-4.378,4.378,5.876
130,1130,5.668,4272.55,1.6125,d512_b8_s128_L3_ff4096,89.5098,86.4175,-3.455,3.455,5.876
130,1130,5.668,4272.55,1.6125,d512_b8_s128_L3_h2,82.705,80.4678,-2.705,2.705,5.876
130,1130,5.668,4272.55,1.6125,d768_b8_s64_L3,120.192,114.6845,-4.582,4.582,5.876
131,1131,5.6888,2620.46,2.4,d256_b16_s128_L3,88.5837,92.465,4.382,4.382,7.135
131,1131,5.6888,2620.46,2.4,d256_b16_s256_L3,109.8438,117.2754,6.766,6.766,7.135
131,1131,5.6888,2620.46,2.4,d256_b8_s256_L3,87.3757,93.6101,7.135,7.135,7.135
131,1131,5.6888,2620.46,2.4,d384_b16_s256_L3,143.0224,144.2266,0.842,0.842,7.135
131,1131,5.6888,2620.46,2.4,d512_b8_s128_L3_ff4096,89.5098,85.2939,-4.71,4.71,7.135
131,1131,5.6888,2620.46,2.4,d512_b8_s128_L3_h2,82.705,81.2984,-1.701,1.701,7.135
131,1131,5.6888,2620.46,2.4,d640_b8_s128_L3_sgd,109.9243,112.5256,2.366,2.366,7.135
132,1132,5.7185,3924.14,1.725,d256_b16_s256_L3,109.8438,115.5066,5.155,5.155,5.155
132,1132,5.7185,3924.14,1.725,d384_b16_s128_L3_h8,101.1666,105.4519,4.236,4.236,5.155
132,1132,5.7185,3924.14,1.725,d384_b16_s256_L3,143.0224,144.2697,0.872,0.872,5.155
132,1132,5.7185,3924.14,1.725,d384_b8_s128_L6,113.3066,115.7726,2.176,2.176,5.155
132,1132,5.7185,3924.14,1.725,d512_b16_s64_L6,145.9215,148.2594,1.602,1.602,5.155
132,1132,5.7185,3924.14,1.725,d512_b8_s128_L3_ff4096,89.5098,86.496,-3.367,3.367,5.155
132,1132,5.7185,3924.14,1.725,d768_b8_s128_L6,174.1878,172.3184,-1.073,1.073,5.155
133,1133,6.238,5762.89,0.4875,d384_b16_s128_L3_h8,101.1666,103.6026,2.408,2.408,13.624
133,1133,6.238,5762.89,0.4875,d512_b16_s128_L6,152.6861,143.7392,-5.86,5.86,13.624
133,1133,6.238,5762.89,0.4875,d512_b16_s256_L3,166.2152,143.5705,-13.624,13.624,13.624
133,1133,6.238,5762.89,0.4875,d512_b8_s128_L3,82.705,81.827,-1.062,1.062,13.624
133,1133,6.238,5762.89,0.4875,d512_b8_s128_L3_h2,82.705,80.0617,-3.196,3.196,13.624
133,1133,6.238,5762.89,0.4875,d640_b8_s128_L3,109.9243,106.234,-3.357,3.357,13.624
133,1133,6.238,5762.89,0.4875,d640_b8_s128_L3_sgd,109.9243,113.5426,3.292,3.292,13.624
134,1134,5.0761,2707.44,2.8125,d256_b16_s256_L3,109.8438,116.6846,6.228,6.228,9.58
134,1134,5.0761,2707.44,2.8125,d256_b8_s256_L3,87.3757,92.3337,5.674,5.674,9.58
134,1134,5.0761,2707.44,2.8125,d256_b8_s512_L3,91.8049,97.6011,6.314,6.314,9.58
134,1134,5.0761,2707.44,2.8125,d384_b16_s128_L3_ff3072,124.2386,123.1269,-0.895,0.895,9.58
134,1134,5.0761,2707.44,2.8125,d512_b16_s256_L3,166.2152,150.2914,-9.58,9.58,9.58
134,1134,5.0761,2707.44,2.8125,d512_b16_s64_L6,145.9215,147.8842,1.345,1.345,9.58
134,1134,5.0761,2707.44,2.8125,d640_b8_s64_L3,88.0804,79.8643,-9.328,9.328,9.58
135,1135,4.8308,3067.7,2.825,d384_b16_s128_L3_h8,101.1666,104.5121,3.307,3.307,12.028
135,1135,4.8308,3067.7,2.825,d512_b16_s128_L6,152.6861,147.3045,-3.525,3.525,12.028
135,1135,4.8308,3067.7,2.825,d512_b8_s128_L3,82.705,81.3667,-1.618,1.618,12.028
135,1135,4.8308,3067.7,2.825,d512_b8_s128_L3_ff4096,89.5098,86.455,-3.413,3.413,12.028
135,1135,4.8308,3067.7,2.825,d640_b8_s128_L3,109.9243,107.6715,-2.049,2.049,12.028
135,1135,4.8308,3067.7,2.825,d640_b8_s128_L3_sgd,109.9243,113.8629,3.583,3.583,12.028
135,1135,4.8308,3067.7,2.825,d640_b8_s64_L3,88.0804,77.4859,-12.028,12.028,12.028
136,1136,5.4987,4488.99,1.5875,d256_b16_s256_L3,109.8438,115.0152,4.708,4.708,4.92
136,1136,5.4987,4488.99,1.5875,d256_b8_s256_L3,87.3757,91.5986,4.833,4.833,4.92
136,1136,5.4987,4488.99,1.5875,d384_b16_s128_L3_ff3072,124.2386,124.8942,0.528,0.528,4.92
136,1136,5.4987,4488.99,1.5875,d512_b16_s64_L6,145.9215,148.2417,1.59,1.59,4.92
136,1136,5.4987,4488.99,1.5875,d640_b8_s128_L3_sgd,109.9243,115.3324,4.92,4.92,4.92
136,1136,5.4987,4488.99,1.5875,d768_b8_s128_L6,174.1878,173.0924,-0.629,0.629,4.92
136,1136,5.4987,4488.99,1.5875,d768_b8_s64_L3,120.192,114.9891,-4.329,4.329,4.92
137,1137,5.4249,4423.85,1.65,d256_b16_s256_L3,109.8438,115.7785,5.403,5.403,7.76
137,1137,5.4249,4423.85,1.65,d256_b8_s512_L3,91.8049,98.8845,7.712,7.712,7.76
137,1137,5.4249,4423.85,1.65,d384_b16_s128_L3_h8,101.1666,106.1488,4.925,4.925,7.76
137,1137,5.4249,4423.85,1.65,d384_b16_s256_L3,143.0224,145.8365,1.968,1.968,7.76
137,1137,5.4249,4423.85,1.65,d512_b16_s128_L6,152.6861,148.2927,-2.877,2.877,7.76
137,1137,5.4249,4423.85,1.65,d512_b16_s64_L6_sgd,145.9215,157.2452,7.76,7.76,7.76
137,1137,5.4249,4423.85,1.65,d640_b8_s128_L3,109.9243,109.0684,-0.779,0.779,7.76
138,1138,5.2231,5097.59,1.525,d512_b16_s256_L3,166.2152,145.3354,-12.562,12.562,12.562
138,1138,5.2231,5097.59,1.525,d512_b16_s64_L6_sgd,145.9215,155.9383,6.865,6.865,12.562
138,1138,5.2231,5097.59,1.525,d512_b8_s128_L3,82.705,81.703,-1.212,1.212,12.562
138,1138,5.2231,5097.59,1.525,d512_b8_s128_L3_ff4096,89.5098,87.9034,-1.795,1.795,12.562
138,1138,5.2231,5097.59,1.525,d640_b8_s128_L3_sgd,109.9243,115.5063,5.078,5.078,12.562
138,1138,5.2231,5097.59,1.525,d640_b8_s64_L3,88.0804,80.5584,-8.54,8.54,12.562
138,1138,5.2231,5097.59,1.525,d768_b8_s64_L3,120.192,111.2337,-7.453,7.453,12.562
139,1139,4.2431,1648.57,4.0,d384_b16_s128_L3,101.1666,101.1495,-0.017,0.017,20.046
139,1139,4.2431,1648.57,4.0,d384_b8_s128_L6,113.3066,102.9967,-9.099,9.099,20.046
139,1139,4.2431,1648.57,4.0,d512_b16_s128_L6,152.6861,147.3508,-3.494,3.494,20.046
139,1139,4.2431,1648.57,4.0,d512_b8_s128_L3,82.705,79.634,-3.713,3.713,20.046
139,1139,4.2431,1648.57,4.0,d512_b8_s128_L3_ff4096,89.5098,84.8299,-5.228,5.228,20.046
139,1139,4.2431,1648.57,4.0,d512_b8_s128_L3_h2,82.705,78.155,-5.501,5.501,20.046
139,1139,4.2431,1648.57,4.0,d640_b8_s64_L3,88.0804,70.4237,-20.046,20.046,20.046
140,1140,5.2853,4653.55,1.65,d256_b16_s256_L3,109.8438,114.9547,4.653,4.653,7.541
140,1140,5.2853,4653.55,1.65,d256_b8_s512_L3,91.8049,98.7282,7.541,7.541,7.541
140,1140,5.2853,4653.55,1.65,d384_b16_s128_L3_ff3072,124.2386,126.1278,1.521,1.521,7.541
140,1140,5.2853,4653.55,1.65,d512_b8_s128_L3,82.705,82.9307,0.273,0.273,7.541
140,1140,5.2853,4653.55,1.65,d512_b8_s128_L3_ff4096,89.5098,88.404,-1.235,1.235,7.541
140,1140,5.2853,4653.55,1.65,d640_b8_s128_L3_sgd,109.9243,116.2592,5.763,5.763,7.541
140,1140,5.2853,4653.55,1.65,d768_b8_s64_L3,120.192,114.2623,-4.933,4.933,7.541
141,1141,5.8599,4371.38,1.4,d256_b16_s128_L3,88.5837,90.5369,2.205,2.205,4.097
141,1141,5.8599,4371.38,1.4,d384_b16_s128_L3,101.1666,102.8327,1.647,1.647,4.097
141,1141,5.8599,4371.38,1.4,d384_b16_s128_L3_h8,101.1666,105.3115,4.097,4.097,4.097
141,1141,5.8599,4371.38,1.4,d384_b16_s256_L3,143.0224,144.1391,0.781,0.781,4.097
141,1141,5.8599,4371.38,1.4,d384_b8_s128_L6,113.3066,116.5427,2.856,2.856,4.097
141,1141,5.8599,4371.38,1.4,d512_b8_s128_L3,82.705,82.7333,0.034,0.034,4.097
141,1141,5.8599,4371.38,1.4,d512_b8_s128_L3_ff4096,89.5098,86.6776,-3.164,3.164,4.097
142,1142,6.2246,6727.61,0.0,d256_b8_s512_L3,91.8049,96.8865,5.535,5.535,14.216
142,1142,6.2246,6727.61,0.0,d384_b16_s128_L3,101.1666,100.8903,-0.273,0.273,14.216
142,1142,6.2246,6727.61,0.0,d512_b16_s128_L6,152.6861,143.5676,-5.972,5.972,14.216
142,1142,6.2246,6727.61,0.0,d512_b16_s256_L3,166.2152,142.5867,-14.216,14.216,14.216
142,1142,6.2246,6727.61,0.0,d512_b16_s64_L6_sgd,145.9215,155.0338,6.245,6.245,14.216
142,1142,6.2246,6727.61,0.0,d768_b8_s128_L6,174.1878,169.3382,-2.784,2.784,14.216
142,1142,6.2246,6727.61,0.0,d768_b8_s64_L3,120.192,111.1129,-7.554,7.554,14.216
143,1143,4.6793,2444.77,3.2375,d256_b16_s256_L3,109.8438,116.8182,6.349,6.349,13.171
143,1143,4.6793,2444.77,3.2375,d384_b16_s256_L3,143.0224,144.3168,0.905,0.905,13.171
143,1143,4.6793,2444.77,3.2375,d512_b16_s128_L6,152.6861,148.3452,-2.843,2.843,13.171
143,1143,4.6793,2444.77,3.2375,d512_b8_s128_L3_ff4096,89.5098,86.2203,-3.675,3.675,13.171
143,1143,4.6793,2444.77,3.2375,d640_b8_s128_L3_sgd,109.9243,113.6412,3.381,3.381,13.171
143,1143,4.6793,2444.77,3.2375,d640_b8_s64_L3,88.0804,76.4794,-13.171,13.171,13.171
143,1143,4.6793,2444.77,3.2375,d768_b8_s128_L6,174.1878,173.7715,-0.239,0.239,13.171
144,1144,5.4023,4963.81,1.4,d256_b16_s128_L3,88.5837,89.0478,0.524,0.524,8.081
144,1144,5.4023,4963.81,1.4,d256_b8_s512_L3,91.8049,98.9162,7.746,7.746,8.081
144,1144,5.4023,4963.81,1.4,d384_b16_s128_L3_ff3072,124.2386,126.385,1.728,1.728,8.081
144,1144,5.4023,4963.81,1.4,d512_b16_s64_L6,145.9215,148.6204,1.85,1.85,8.081
144,1144,5.4023,4963.81,1.4,d512_b16_s64_L6_sgd,145.9215,157.7135,8.081,8.081,8.081
144,1144,5.4023,4963.81,1.4,d512_b8_s128_L3,82.705,83.2157,0.617,0.617,8.081
144,1144,5.4023,4963.81,1.4,d512_b8_s128_L3_h2,82.705,81.3636,-1.622,1.622,8.081
145,1145,5.7673,5056.73,1.15,d256_b8_s512_L3,91.8049,97.2352,5.915,5.915,5.915
145,1145,5.7673,5056.73,1.15,d512_b16_s128_L6,152.6861,145.3417,-4.81,4.81,5.915
145,1145,5.7673,5056.73,1.15,d512_b16_s64_L6,145.9215,146.6291,0.485,0.485,5.915
145,1145,5.7673,5056.73,1.15,d512_b8_s128_L3,82.705,82.141,-0.682,0.682,5.915
145,1145,5.7673,5056.73,1.15,d512_b8_s128_L3_ff4096,89.5098,86.9653,-2.843,2.843,5.915
145,1145,5.7673,5056.73,1.15,d768_b8_s128_L6,174.1878,170.8944,-1.891,1.891,5.915
145,1145,5.7673,5056.73,1.15,d768_b8_s64_L3,120.192,113.3482,-5.694,5.694,5.915
146,1146,6.0564,4864.47,1.05,d256_b16_s256_L3,109.8438,113.3234,3.168,3.168,12.473
146,1146,6.0564,4864.47,1.05,d384_b16_s128_L3,101.1666,101.756,0.583,0.583,12.473
146,1146,6.0564,4864.47,1.05,d384_b16_s128_L3_h8,101.1666,104.2568,3.055,3.055,12.473
146,1146,6.0564,4864.47,1.05,d384_b16_s256_L3,143.0224,142.7737,-0.174,0.174,12.473
146,1146,6.0564,4864.47,1.05,d512_b16_s256_L3,166.2152,145.4837,-12.473,12.473,12.473
146,1146,6.0564,4864.47,1.05,d512_b8_s128_L3_h2,82.705,80.4118,-2.773,2.773,12.473
146,1146,6.0564,4864.47,1.05,d768_b8_s128_L6,174.1878,170.1026,-2.345,2.345,12.473
147,1147,5.4936,3343.09,2.15,d256_b16_s256_L3,109.8438,117.0978,6.604,6.604,7.193
147,1147,5.4936,3343.09,2.15,d256_b8_s256_L3,87.3757,93.2833,6.761,6.761,7.193
147,1147,5.4936,3343.09,2.15,d256_b8_s512_L3,91.8049,98.4085,7.193,7.193,7.193
147,1147,5.4936,3343.09,2.15,d384_b16_s128_L3_ff3072,124.2386,123.8157,-0.34,0.34,7.193
147,1147,5.4936,3343.09,2.15,d384_b16_s128_L3_h8,101.1666,106.3602,5.134,5.134,7.193
147,1147,5.4936,3343.09,2.15,d512_b8_s128_L3,82.705,83.1665,0.558,0.558,7.193
