split_index,seed,e_marginal_j_per_tflop,e_per_tb_j,p_overhead_w,heldout_workload,gt_tflops,est_tflops,signed_err_pct,abs_err_pct,split_max_abs_err_pct
147,1147,5.4936,3343.09,2.15,d640_b8_s128_L3,109.9243,109.4225,-0.457,0.457,7.193
148,1148,5.5655,3536.52,2.0375,d256_b16_s256_L3,109.8438,115.769,5.394,5.394,5.394
148,1148,5.5655,3536.52,2.0375,d384_b16_s128_L3_h8,101.1666,105.3305,4.116,4.116,5.394
148,1148,5.5655,3536.52,2.0375,d384_b16_s256_L3,143.0224,144.1038,0.756,0.756,5.394
148,1148,5.5655,3536.52,2.0375,d512_b16_s64_L6,145.9215,148.0657,1.469,1.469,5.394
148,1148,5.5655,3536.52,2.0375,d512_b8_s128_L3,82.705,82.426,-0.337,0.337,5.394
148,1148,5.5655,3536.52,2.0375,d512_b8_s128_L3_ff4096,89.5098,86.2051,-3.692,3.692,5.394
148,1148,5.5655,3536.52,2.0375,d512_b8_s128_L3_h2,82.705,80.8845,-2.201,2.201,5.394
149,1149,4.5467,1968.16,3.575,d256_b16_s256_L3,109.8438,117.5141,6.983,6.983,14.664
149,1149,4.5467,1968.16,3.575,d256_b8_s512_L3,91.8049,97.634,6.349,6.349,14.664
149,1149,4.5467,1968.16,3.575,d512_b8_s128_L3,82.705,81.2407,-1.771,1.771,14.664
149,1149,4.5467,1968.16,3.575,d512_b8_s128_L3_ff4096,89.5098,85.8277,-4.114,4.114,14.664
149,1149,4.5467,1968.16,3.575,d512_b8_s128_L3_h2,82.705,79.767,-3.552,3.552,14.664
149,1149,4.5467,1968.16,3.575,d640_b8_s64_L3,88.0804,75.1641,-14.664,14.664,14.664
149,1149,4.5467,1968.16,3.575,d768_b8_s128_L6,174.1878,174.075,-0.065,0.065,14.664
150,1150,5.1264,3455.68,2.4375,d256_b16_s128_L3,88.5837,87.9012,-0.77,0.77,11.274
150,1150,5.1264,3455.68,2.4375,d256_b8_s512_L3,91.8049,96.8056,5.447,5.447,11.274
150,1150,5.1264,3455.68,2.4375,d384_b8_s128_L6,113.3066,111.0069,-2.03,2.03,11.274
150,1150,5.1264,3455.68,2.4375,d512_b16_s256_L3,166.2152,147.4757,-11.274,11.274,11.274
150,1150,5.1264,3455.68,2.4375,d512_b8_s128_L3,82.705,81.1524,-1.877,1.877,11.274
150,1150,5.1264,3455.68,2.4375,d512_b8_s128_L3_ff4096,89.5098,85.9405,-3.988,3.988,11.274
150,1150,5.1264,3455.68,2.4375,d640_b8_s64_L3,88.0804,79.1336,-10.157,10.157,11.274
151,1151,6.212,5832.64,0.4625,d256_b16_s128_L3,88.5837,88.5107,-0.082,0.082,13.52
151,1151,6.212,5832.64,0.4625,d512_b16_s128_L6,152.6861,143.979,-5.703,5.703,13.52
151,1151,6.212,5832.64,0.4625,d512_b16_s256_L3,166.2152,143.7437,-13.52,13.52,13.52
151,1151,6.212,5832.64,0.4625,d512_b16_s64_L6,145.9215,145.9016,-0.014,0.014,13.52
151,1151,6.212,5832.64,0.4625,d512_b16_s64_L6_sgd,145.9215,154.0764,5.589,5.589,13.52
151,1151,6.212,5832.64,0.4625,d512_b8_s128_L3,82.705,81.9795,-0.877,0.877,13.52
151,1151,6.212,5832.64,0.4625,d640_b8_s128_L3,109.9243,106.4024,-3.204,3.204,13.52
152,1152,5.4112,3797.32,1.975,d256_b16_s256_L3,109.8438,116.6444,6.191,6.191,7.558
152,1152,5.4112,3797.32,1.975,d256_b8_s256_L3,87.3757,92.8301,6.243,6.243,7.558
152,1152,5.4112,3797.32,1.975,d256_b8_s512_L3,91.8049,98.7432,7.558,7.558,7.558
152,1152,5.4112,3797.32,1.975,d384_b16_s128_L3,101.1666,103.8772,2.679,2.679,7.558
152,1152,5.4112,3797.32,1.975,d512_b8_s128_L3_h2,82.705,81.6511,-1.274,1.274,7.558
152,1152,5.4112,3797.32,1.975,d640_b8_s128_L3_sgd,109.9243,115.3119,4.901,4.901,7.558
152,1152,5.4112,3797.32,1.975,d768_b8_s128_L6,174.1878,174.3518,0.094,0.094,7.558
153,1153,5.1782,4610.7,1.7875,d384_b16_s128_L3,101.1666,101.868,0.693,0.693,11.719
153,1153,5.1782,4610.7,1.7875,d384_b16_s256_L3,143.0224,144.1494,0.788,0.788,11.719
153,1153,5.1782,4610.7,1.7875,d512_b16_s256_L3,166.2152,146.7366,-11.719,11.719,11.719
153,1153,5.1782,4610.7,1.7875,d512_b16_s64_L6_sgd,145.9215,156.0416,6.935,6.935,11.719
153,1153,5.1782,4610.7,1.7875,d512_b8_s128_L3_h2,82.705,80.136,-3.106,3.106,11.719
153,1153,5.1782,4610.7,1.7875,d640_b8_s128_L3_sgd,109.9243,115.405,4.986,4.986,11.719
153,1153,5.1782,4610.7,1.7875,d640_b8_s64_L3,88.0804,80.6457,-8.441,8.441,11.719
154,1154,6.321,4939.46,0.8125,d256_b16_s128_L3,88.5837,90.4385,2.094,2.094,12.348
154,1154,6.321,4939.46,0.8125,d384_b16_s128_L3_ff3072,124.2386,121.9446,-1.846,1.846,12.348
154,1154,6.321,4939.46,0.8125,d384_b16_s128_L3_h8,101.1666,104.5798,3.374,3.374,12.348
154,1154,6.321,4939.46,0.8125,d384_b8_s128_L6,113.3066,117.5207,3.719,3.719,12.348
154,1154,6.321,4939.46,0.8125,d512_b16_s256_L3,166.2152,145.6904,-12.348,12.348,12.348
154,1154,6.321,4939.46,0.8125,d512_b16_s64_L6_sgd,145.9215,153.6918,5.325,5.325,12.348
154,1154,6.321,4939.46,0.8125,d512_b8_s128_L3_ff4096,89.5098,86.0086,-3.911,3.911,12.348
155,1155,4.6714,4220.39,2.3625,d256_b16_s128_L3,88.5837,85.2125,-3.806,3.806,13.45
155,1155,4.6714,4220.39,2.3625,d384_b16_s128_L3,101.1666,101.2471,0.08,0.08,13.45
155,1155,4.6714,4220.39,2.3625,d512_b16_s128_L6,152.6861,146.4738,-4.069,4.069,13.45
155,1155,4.6714,4220.39,2.3625,d512_b8_s128_L3_ff4096,89.5098,88.0824,-1.595,1.595,13.45
155,1155,4.6714,4220.39,2.3625,d640_b8_s128_L3_sgd,109.9243,115.7733,5.321,5.321,13.45
155,1155,4.6714,4220.39,2.3625,d640_b8_s64_L3,88.0804,76.2333,-13.45,13.45,13.45
155,1155,4.6714,4220.39,2.3625,d768_b8_s64_L3,120.192,110.9664,-7.676,7.676,13.45
156,1156,6.3225,5882.16,0.325,d256_b16_s256_L3,109.8438,112.8291,2.718,2.718,12.903
156,1156,6.3225,5882.16,0.325,d384_b16_s128_L3_h8,101.1666,104.5988,3.393,3.393,12.903
156,1156,6.3225,5882.16,0.325,d384_b16_s256_L3,143.0224,143.3888,0.256,0.256,12.903
156,1156,6.3225,5882.16,0.325,d384_b8_s128_L6,113.3066,118.4872,4.572,4.572,12.903
156,1156,6.3225,5882.16,0.325,d512_b16_s128_L6,152.6861,144.9646,-5.057,5.057,12.903
156,1156,6.3225,5882.16,0.325,d512_b16_s256_L3,166.2152,144.7686,-12.903,12.903,12.903
156,1156,6.3225,5882.16,0.325,d512_b16_s64_L6_sgd,145.9215,154.9823,6.209,6.209,12.903
157,1157,5.8119,4668.69,1.275,d256_b8_s256_L3,87.3757,91.7822,5.043,5.043,6.706
157,1157,5.8119,4668.69,1.275,d256_b8_s512_L3,91.8049,97.9615,6.706,6.706,6.706
157,1157,5.8119,4668.69,1.275,d384_b16_s128_L3,101.1666,102.9315,1.745,1.745,6.706
157,1157,5.8119,4668.69,1.275,d384_b16_s256_L3,143.0224,144.5441,1.064,1.064,6.706
157,1157,5.8119,4668.69,1.275,d384_b8_s128_L6,113.3066,116.9028,3.174,3.174,6.706
157,1157,5.8119,4668.69,1.275,d512_b16_s128_L6,152.6861,146.8598,-3.816,3.816,6.706
157,1157,5.8119,4668.69,1.275,d512_b8_s128_L3_h2,82.705,81.2418,-1.769,1.769,6.706
158,1158,6.0298,6154.74,0.4125,d256_b16_s256_L3,109.8438,111.908,1.879,1.879,13.453
158,1158,6.0298,6154.74,0.4125,d384_b16_s128_L3,101.1666,101.3714,0.202,0.202,13.453
158,1158,6.0298,6154.74,0.4125,d384_b16_s128_L3_h8,101.1666,104.0453,2.845,2.845,13.453
158,1158,6.0298,6154.74,0.4125,d512_b16_s256_L3,166.2152,143.8538,-13.453,13.453,13.453
158,1158,6.0298,6154.74,0.4125,d512_b16_s64_L6_sgd,145.9215,155.3518,6.463,6.463,13.453
158,1158,6.0298,6154.74,0.4125,d640_b8_s128_L3,109.9243,106.6501,-2.979,2.979,13.453
158,1158,6.0298,6154.74,0.4125,d768_b8_s64_L3,120.192,111.9948,-6.82,6.82,13.453
159,1159,5.7523,5214.86,1.075,d256_b16_s128_L3,88.5837,88.5027,-0.091,0.091,4.727
159,1159,5.7523,5214.86,1.075,d384_b16_s256_L3,143.0224,143.5836,0.392,0.392,4.727
159,1159,5.7523,5214.86,1.075,d512_b16_s128_L6,152.6861,145.4686,-4.727,4.727,4.727
159,1159,5.7523,5214.86,1.075,d512_b8_s128_L3_h2,82.705,80.473,-2.699,2.699,4.727
159,1159,5.7523,5214.86,1.075,d640_b8_s128_L3,109.9243,107.1952,-2.483,2.483,4.727
159,1159,5.7523,5214.86,1.075,d640_b8_s128_L3_sgd,109.9243,114.745,4.385,4.385,4.727
159,1159,5.7523,5214.86,1.075,d768_b8_s128_L6,174.1878,171.1404,-1.749,1.749,4.727
160,1160,4.4456,2631.46,3.275,d256_b16_s256_L3,109.8438,117.8358,7.276,7.276,14.001
160,1160,4.4456,2631.46,3.275,d256_b8_s512_L3,91.8049,99.0769,7.921,7.921,14.001
160,1160,4.4456,2631.46,3.275,d384_b16_s128_L3_h8,101.1666,106.0174,4.795,4.795,14.001
160,1160,4.4456,2631.46,3.275,d384_b16_s256_L3,143.0224,146.2037,2.224,2.224,14.001
160,1160,4.4456,2631.46,3.275,d512_b8_s128_L3_h2,82.705,80.5709,-2.58,2.58,14.001
160,1160,4.4456,2631.46,3.275,d640_b8_s128_L3_sgd,109.9243,115.6595,5.217,5.217,14.001
160,1160,4.4456,2631.46,3.275,d640_b8_s64_L3,88.0804,75.7484,-14.001,14.001,14.001
161,1161,5.5581,3015.73,2.2875,d256_b16_s256_L3,109.8438,116.9745,6.492,6.492,6.701
161,1161,5.5581,3015.73,2.2875,d256_b8_s256_L3,87.3757,93.2309,6.701,6.701,6.701
161,1161,5.5581,3015.73,2.2875,d256_b8_s512_L3,91.8049,97.818,6.55,6.55,6.701
161,1161,5.5581,3015.73,2.2875,d384_b16_s128_L3,101.1666,103.6218,2.427,2.427,6.701
161,1161,5.5581,3015.73,2.2875,d512_b8_s128_L3,82.705,82.766,0.074,0.074,6.701
161,1161,5.5581,3015.73,2.2875,d512_b8_s128_L3_ff4096,89.5098,86.0248,-3.893,3.893,6.701
161,1161,5.5581,3015.73,2.2875,d512_b8_s128_L3_h2,82.705,81.3172,-1.678,1.678,6.701
162,1162,5.7054,5743.05,0.8375,d256_b16_s128_L3,88.5837,87.7737,-0.914,0.914,6.658
162,1162,5.7054,5743.05,0.8375,d256_b8_s256_L3,87.3757,89.8652,2.849,2.849,6.658
162,1162,5.7054,5743.05,0.8375,d384_b16_s128_L3,101.1666,101.721,0.548,0.548,6.658
162,1162,5.7054,5743.05,0.8375,d512_b16_s128_L6,152.6861,145.3556,-4.801,4.801,6.658
162,1162,5.7054,5743.05,0.8375,d512_b8_s128_L3_h2,82.705,80.4792,-2.691,2.691,6.658
162,1162,5.7054,5743.05,0.8375,d640_b8_s128_L3_sgd,109.9243,115.5889,5.153,5.153,6.658
162,1162,5.7054,5743.05,0.8375,d768_b8_s64_L3,120.192,112.1896,-6.658,6.658,6.658
163,1163,6.1366,5743.55,0.55,d256_b16_s128_L3,88.5837,88.6617,0.088,0.088,13.227
163,1163,6.1366,5743.55,0.55,d256_b8_s256_L3,87.3757,90.047,3.057,3.057,13.227
163,1163,6.1366,5743.55,0.55,d384_b16_s128_L3,101.1666,101.4381,0.268,0.268,13.227
163,1163,6.1366,5743.55,0.55,d384_b16_s128_L3_h8,101.1666,104.0396,2.84,2.84,13.227
163,1163,6.1366,5743.55,0.55,d512_b16_s256_L3,166.2152,144.2297,-13.227,13.227,13.227
163,1163,6.1366,5743.55,0.55,d512_b16_s64_L6,145.9215,146.2643,0.235,0.235,13.227
163,1163,6.1366,5743.55,0.55,d768_b8_s64_L3,120.192,112.8585,-6.101,6.101,13.227
164,1164,3.8033,2274.46,4.0,d256_b16_s128_L3,88.5837,82.4889,-6.88,6.88,25.872
164,1164,3.8033,2274.46,4.0,d384_b8_s128_L6,113.3066,99.7437,-11.97,11.97,25.872
164,1164,3.8033,2274.46,4.0,d512_b16_s64_L6,145.9215,143.7219,-1.507,1.507,25.872
164,1164,3.8033,2274.46,4.0,d512_b8_s128_L3,82.705,79.0489,-4.421,4.421,25.872
164,1164,3.8033,2274.46,4.0,d512_b8_s128_L3_ff4096,89.5098,86.6355,-3.211,3.211,25.872
164,1164,3.8033,2274.46,4.0,d640_b8_s64_L3,88.0804,65.2924,-25.872,25.872,25.872
164,1164,3.8033,2274.46,4.0,d768_b8_s64_L3,120.192,110.3568,-8.183,8.183,25.872
165,1165,4.7019,2974.16,2.9625,d384_b16_s256_L3,143.0224,144.0503,0.719,0.719,13.163
165,1165,4.7019,2974.16,2.9625,d512_b8_s128_L3,82.705,81.3058,-1.692,1.692,13.163
165,1165,4.7019,2974.16,2.9625,d512_b8_s128_L3_ff4096,89.5098,86.6383,-3.208,3.208,13.163
165,1165,4.7019,2974.16,2.9625,d640_b8_s128_L3,109.9243,107.7446,-1.983,1.983,13.163
165,1165,4.7019,2974.16,2.9625,d640_b8_s128_L3_sgd,109.9243,114.0997,3.798,3.798,13.163
165,1165,4.7019,2974.16,2.9625,d640_b8_s64_L3,88.0804,76.4863,-13.163,13.163,13.163
165,1165,4.7019,2974.16,2.9625,d768_b8_s128_L6,174.1878,173.2569,-0.534,0.534,13.163
166,1166,5.7083,3709.77,1.85,d256_b16_s128_L3,88.5837,90.738,2.432,2.432,5.521
166,1166,5.7083,3709.77,1.85,d256_b8_s256_L3,87.3757,92.2,5.521,5.521,5.521
166,1166,5.7083,3709.77,1.85,d512_b16_s64_L6,145.9215,147.9956,1.421,1.421,5.521
166,1166,5.7083,3709.77,1.85,d512_b8_s128_L3_ff4096,89.5098,86.1149,-3.793,3.793,5.521
166,1166,5.7083,3709.77,1.85,d512_b8_s128_L3_h2,82.705,80.9203,-2.158,2.158,5.521
166,1166,5.7083,3709.77,1.85,d640_b8_s128_L3,109.9243,108.2238,-1.547,1.547,5.521
166,1166,5.7083,3709.77,1.85,d640_b8_s128_L3_sgd,109.9243,113.4478,3.205,3.205,5.521
167,1167,5.9708,5312.61,0.8875,d256_b8_s512_L3,91.8049,96.8778,5.526,5.526,12.9
167,1167,5.9708,5312.61,0.8875,d384_b16_s128_L3,101.1666,101.4753,0.305,0.305,12.9
167,1167,5.9708,5312.61,0.8875,d384_b8_s128_L6,113.3066,116.2552,2.602,2.602,12.9
167,1167,5.9708,5312.61,0.8875,d512_b16_s128_L6,152.6861,144.679,-5.244,5.244,12.9
167,1167,5.9708,5312.61,0.8875,d512_b16_s256_L3,166.2152,144.7742,-12.9,12.9,12.9
167,1167,5.9708,5312.61,0.8875,d512_b8_s128_L3,82.705,82.0159,-0.833,0.833,12.9
167,1167,5.9708,5312.61,0.8875,d640_b8_s64_L3,88.0804,84.8284,-3.692,3.692,12.9
168,1168,3.7991,2208.45,4.0,d256_b16_s128_L3,88.5837,84.0323,-5.138,5.138,24.198
168,1168,3.7991,2208.45,4.0,d384_b8_s128_L6,113.3066,101.4563,-10.459,10.459,24.198
168,1168,3.7991,2208.45,4.0,d512_b16_s64_L6_sgd,145.9215,156.1237,6.992,6.992,24.198
168,1168,3.7991,2208.45,4.0,d512_b8_s128_L3,82.705,80.1713,-3.064,3.064,24.198
168,1168,3.7991,2208.45,4.0,d512_b8_s128_L3_ff4096,89.5098,87.5774,-2.159,2.159,24.198
168,1168,3.7991,2208.45,4.0,d640_b8_s128_L3_sgd,109.9243,115.3131,4.902,4.902,24.198
168,1168,3.7991,2208.45,4.0,d640_b8_s64_L3,88.0804,66.767,-24.198,24.198,24.198
169,1169,6.1251,3520.52,1.675,d256_b16_s128_L3,88.5837,91.4497,3.235,3.235,5.22
169,1169,6.1251,3520.52,1.675,d256_b16_s256_L3,109.8438,115.0509,4.74,4.74,5.22
169,1169,6.1251,3520.52,1.675,d384_b16_s128_L3_ff3072,124.2386,120.5304,-2.985,2.985,5.22
169,1169,6.1251,3520.52,1.675,d384_b8_s128_L6,113.3066,115.7165,2.127,2.127,5.22
169,1169,6.1251,3520.52,1.675,d512_b16_s128_L6,152.6861,145.7613,-4.535,4.535,5.22
169,1169,6.1251,3520.52,1.675,d512_b8_s128_L3_ff4096,89.5098,84.8378,-5.22,5.22,5.22
169,1169,6.1251,3520.52,1.675,d768_b8_s128_L6,174.1878,170.2653,-2.252,2.252,5.22
170,1170,5.5242,3959.07,1.9,d256_b8_s256_L3,87.3757,90.595,3.684,3.684,11.876
170,1170,5.5242,3959.07,1.9,d384_b16_s128_L3,101.1666,101.5064,0.336,0.336,11.876
170,1170,5.5242,3959.07,1.9,d512_b16_s128_L6,152.6861,145.3436,-4.809,4.809,11.876
170,1170,5.5242,3959.07,1.9,d512_b16_s256_L3,166.2152,146.4754,-11.876,11.876,11.876
170,1170,5.5242,3959.07,1.9,d512_b16_s64_L6,145.9215,146.0735,0.104,0.104,11.876
170,1170,5.5242,3959.07,1.9,d512_b8_s128_L3,82.705,81.4472,-1.521,1.521,11.876
170,1170,5.5242,3959.07,1.9,d640_b8_s64_L3,88.0804,81.8158,-7.112,7.112,11.876
171,1171,6.288,5145.81,0.7625,d256_b16_s128_L3,88.5837,89.37,0.888,0.888,13.106
171,1171,6.288,5145.81,0.7625,d384_b16_s256_L3,143.0224,142.0367,-0.689,0.689,13.106
171,1171,6.288,5145.81,0.7625,d512_b16_s128_L6,152.6861,144.0597,-5.65,5.65,13.106
171,1171,6.288,5145.81,0.7625,d512_b16_s256_L3,166.2152,144.4315,-13.106,13.106,13.106
171,1171,6.288,5145.81,0.7625,d512_b16_s64_L6_sgd,145.9215,152.99,4.844,4.844,13.106
171,1171,6.288,5145.81,0.7625,d512_b8_s128_L3,82.705,81.8184,-1.072,1.072,13.106
171,1171,6.288,5145.81,0.7625,d512_b8_s128_L3_ff4096,89.5098,85.7206,-4.233,4.233,13.106
172,1172,6.2654,5700.38,0.5,d512_b16_s128_L6,152.6861,143.7457,-5.855,5.855,13.58
172,1172,6.2654,5700.38,0.5,d512_b16_s256_L3,166.2152,143.643,-13.58,13.58,13.58
172,1172,6.2654,5700.38,0.5,d512_b16_s64_L6_sgd,145.9215,153.559,5.234,5.234,13.58
172,1172,6.2654,5700.38,0.5,d512_b8_s128_L3_ff4096,89.5098,86.2449,-3.648,3.648,13.58
172,1172,6.2654,5700.38,0.5,d512_b8_s128_L3_h2,82.705,80.0774,-3.177,3.177,13.58
172,1172,6.2654,5700.38,0.5,d640_b8_s128_L3,109.9243,106.2558,-3.337,3.337,13.58
172,1172,6.2654,5700.38,0.5,d640_b8_s128_L3_sgd,109.9243,113.4134,3.174,3.174,13.58
173,1173,6.3011,5152.49,0.75,d256_b16_s128_L3,88.5837,89.3955,0.916,0.916,13.114
173,1173,6.3011,5152.49,0.75,d256_b16_s256_L3,109.8438,112.5842,2.495,2.495,13.114
173,1173,6.3011,5152.49,0.75,d384_b16_s256_L3,143.0224,142.0242,-0.698,0.698,13.114
173,1173,6.3011,5152.49,0.75,d512_b16_s128_L6,152.6861,144.0453,-5.659,5.659,13.114
173,1173,6.3011,5152.49,0.75,d512_b16_s256_L3,166.2152,144.417,-13.114,13.114,13.114
173,1173,6.3011,5152.49,0.75,d512_b16_s64_L6,145.9215,145.9859,0.044,0.044,13.114
173,1173,6.3011,5152.49,0.75,d768_b8_s128_L6,174.1878,169.0173,-2.968,2.968,13.114
174,1174,5.3799,4570.67,1.6875,d256_b8_s256_L3,87.3757,89.8909,2.879,2.879,12.269
174,1174,5.3799,4570.67,1.6875,d256_b8_s512_L3,91.8049,97.0722,5.738,5.738,12.269
174,1174,5.3799,4570.67,1.6875,d384_b16_s128_L3_ff3072,124.2386,123.9091,-0.265,0.265,12.269
174,1174,5.3799,4570.67,1.6875,d512_b16_s256_L3,166.2152,145.8229,-12.269,12.269,12.269
174,1174,5.3799,4570.67,1.6875,d640_b8_s128_L3,109.9243,106.7584,-2.88,2.88,12.269
174,1174,5.3799,4570.67,1.6875,d640_b8_s64_L3,88.0804,81.2274,-7.78,7.78,12.269
174,1174,5.3799,4570.67,1.6875,d768_b8_s64_L3,120.192,112.5676,-6.344,6.344,12.269
175,1175,6.0202,5760.02,0.6125,d256_b16_s128_L3,88.5837,88.5818,-0.002,0.002,12.997
175,1175,6.0202,5760.02,0.6125,d256_b16_s256_L3,109.8438,112.5388,2.454,2.454,12.997
175,1175,6.0202,5760.02,0.6125,d256_b8_s512_L3,91.8049,97.2564,5.938,5.938,12.997
175,1175,6.0202,5760.02,0.6125,d384_b16_s128_L3_ff3072,124.2386,123.8628,-0.302,0.302,12.997
175,1175,6.0202,5760.02,0.6125,d384_b16_s128_L3_h8,101.1666,104.2937,3.091,3.091,12.997
175,1175,6.0202,5760.02,0.6125,d512_b16_s256_L3,166.2152,144.6118,-12.997,12.997,12.997
175,1175,6.0202,5760.02,0.6125,d768_b8_s64_L3,120.192,112.8608,-6.1,6.1,12.997
176,1176,4.5773,3002.46,3.0125,d256_b8_s512_L3,91.8049,98.4802,7.271,7.271,13.371
176,1176,4.5773,3002.46,3.0125,d384_b16_s128_L3,101.1666,102.8185,1.633,1.633,13.371
176,1176,4.5773,3002.46,3.0125,d512_b16_s64_L6,145.9215,147.6968,1.217,1.217,13.371
176,1176,4.5773,3002.46,3.0125,d512_b8_s128_L3,82.705,81.853,-1.03,1.03,13.371
176,1176,4.5773,3002.46,3.0125,d512_b8_s128_L3_ff4096,89.5098,87.5178,-2.225,2.225,13.371
176,1176,4.5773,3002.46,3.0125,d640_b8_s128_L3_sgd,109.9243,115.2372,4.833,4.833,13.371
176,1176,4.5773,3002.46,3.0125,d640_b8_s64_L3,88.0804,76.3033,-13.371,13.371,13.371
177,1177,4.8104,2954.49,2.9125,d256_b16_s128_L3,88.5837,87.4912,-1.233,1.233,12.84
177,1177,4.8104,2954.49,2.9125,d384_b16_s256_L3,143.0224,143.2086,0.13,0.13,12.84
177,1177,4.8104,2954.49,2.9125,d512_b8_s128_L3_ff4096,89.5098,86.0031,-3.918,3.918,12.84
177,1177,4.8104,2954.49,2.9125,d512_b8_s128_L3_h2,82.705,79.3347,-4.075,4.075,12.84
177,1177,4.8104,2954.49,2.9125,d640_b8_s128_L3,109.9243,107.22,-2.46,2.46,12.84
177,1177,4.8104,2954.49,2.9125,d640_b8_s64_L3,88.0804,76.7707,-12.84,12.84,12.84
177,1177,4.8104,2954.49,2.9125,d768_b8_s128_L6,174.1878,172.1633,-1.162,1.162,12.84
178,1178,5.4689,4524.28,1.5875,d256_b8_s512_L3,91.8049,98.3971,7.181,7.181,7.269
178,1178,5.4689,4524.28,1.5875,d384_b16_s128_L3_h8,101.1666,105.588,4.37,4.37,7.269
178,1178,5.4689,4524.28,1.5875,d512_b16_s64_L6_sgd,145.9215,156.5288,7.269,7.269,7.269
178,1178,5.4689,4524.28,1.5875,d512_b8_s128_L3_ff4096,89.5098,87.8181,-1.89,1.89,7.269
178,1178,5.4689,4524.28,1.5875,d512_b8_s128_L3_h2,82.705,81.1613,-1.867,1.867,7.269
178,1178,5.4689,4524.28,1.5875,d640_b8_s128_L3,109.9243,108.477,-1.317,1.317,7.269
178,1178,5.4689,4524.28,1.5875,d768_b8_s128_L6,174.1878,173.2969,-0.511,0.511,7.269
179,1179,4.2632,1569.0,4.0,d256_b8_s256_L3,87.3757,91.5198,4.743,4.743,18.715
179,1179,4.2632,1569.0,4.0,d256_b8_s512_L3,91.8049,97.1976,5.874,5.874,18.715
179,1179,4.2632,1569.0,4.0,d384_b8_s128_L6,113.3066,104.2297,-8.011,8.011,18.715
179,1179,4.2632,1569.0,4.0,d512_b8_s128_L3,82.705,80.3685,-2.825,2.825,18.715
179,1179,4.2632,1569.0,4.0,d512_b8_s128_L3_ff4096,89.5098,85.3367,-4.662,4.662,18.715
179,1179,4.2632,1569.0,4.0,d512_b8_s128_L3_h2,82.705,78.912,-4.586,4.586,18.715
179,1179,4.2632,1569.0,4.0,d640_b8_s64_L3,88.0804,71.5964,-18.715,18.715,18.715
180,1180,5.3125,4358.37,1.7625,d256_b16_s256_L3,109.8438,115.8847,5.5,5.5,7.942
180,1180,5.3125,4358.37,1.7625,d384_b16_s128_L3_h8,101.1666,106.1861,4.962,4.962,7.942
180,1180,5.3125,4358.37,1.7625,d384_b16_s256_L3,143.0224,146.0147,2.092,2.092,7.942
180,1180,5.3125,4358.37,1.7625,d512_b16_s64_L6_sgd,145.9215,157.5108,7.942,7.942,7.942
180,1180,5.3125,4358.37,1.7625,d512_b8_s128_L3_ff4096,89.5098,88.37,-1.273,1.273,7.942
180,1180,5.3125,4358.37,1.7625,d640_b8_s128_L3,109.9243,109.1275,-0.725,0.725,7.942
180,1180,5.3125,4358.37,1.7625,d640_b8_s128_L3_sgd,109.9243,116.2689,5.772,5.772,7.942
181,1181,4.5821,2161.29,3.425,d256_b16_s256_L3,109.8438,118.1661,7.576,7.576,13.175
181,1181,4.5821,2161.29,3.425,d256_b8_s256_L3,87.3757,92.7695,6.173,6.173,13.175
181,1181,4.5821,2161.29,3.425,d384_b16_s128_L3,101.1666,103.5253,2.331,2.331,13.175
181,1181,4.5821,2161.29,3.425,d640_b8_s128_L3,109.9243,109.2379,-0.624,0.624,13.175
181,1181,4.5821,2161.29,3.425,d640_b8_s128_L3_sgd,109.9243,114.2429,3.929,3.929,13.175
181,1181,4.5821,2161.29,3.425,d640_b8_s64_L3,88.0804,76.4761,-13.175,13.175,13.175
181,1181,4.5821,2161.29,3.425,d768_b8_s128_L6,174.1878,175.2981,0.637,0.637,13.175
182,1182,4.2311,1899.96,3.85,d256_b8_s256_L3,87.3757,91.2069,4.385,4.385,18.753
182,1182,4.2311,1899.96,3.85,d384_b16_s128_L3_ff3072,124.2386,124.3356,0.078,0.078,18.753
182,1182,4.2311,1899.96,3.85,d384_b16_s256_L3,143.0224,144.0366,0.709,0.709,18.753
182,1182,4.2311,1899.96,3.85,d384_b8_s128_L6,113.3066,104.5889,-7.694,7.694,18.753
182,1182,4.2311,1899.96,3.85,d512_b8_s128_L3,82.705,80.5372,-2.621,2.621,18.753
182,1182,4.2311,1899.96,3.85,d640_b8_s128_L3,109.9243,107.8955,-1.846,1.846,18.753
182,1182,4.2311,1899.96,3.85,d640_b8_s64_L3,88.0804,71.5631,-18.753,18.753,18.753
183,1183,4.5277,2284.45,3.375,d256_b16_s256_L3,109.8438,118.9516,8.292,8.292,12.596
183,1183,4.5277,2284.45,3.375,d256_b8_s256_L3,87.3757,93.3542,6.842,6.842,12.596
183,1183,4.5277,2284.45,3.375,d384_b16_s128_L3,101.1666,104.3109,3.108,3.108,12.596
183,1183,4.5277,2284.45,3.375,d384_b16_s128_L3_h8,101.1666,106.686,5.456,5.456,12.596
183,1183,4.5277,2284.45,3.375,d512_b16_s64_L6_sgd,145.9215,156.9459,7.555,7.555,12.596
183,1183,4.5277,2284.45,3.375,d640_b8_s128_L3_sgd,109.9243,115.4155,4.995,4.995,12.596
183,1183,4.5277,2284.45,3.375,d640_b8_s64_L3,88.0804,76.9857,-12.596,12.596,12.596
